movieId,title,genres,tmdbId
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,2756.0
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,1891.0
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,2493.0
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,185.0
1208,Apocalypse Now (1979),Action|Drama|War,28.0
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,1892.0
1214,Alien (1979),Horror|Sci-Fi,348.0
1219,Psycho (1960),Crime|Horror,539.0
1224,Henry V (1989),Action|Drama|Romance|War,10705.0
1226,"Quiet Man, The (1952)",Drama|Romance,3109.0
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,218.0
1256,Duck Soup (1933),Comedy|Musical|War,3063.0
1258,"Shining, The (1980)",Horror,694.0
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,137.0
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,105.0
1275,Highlander (1986),Action|Adventure|Fantasy,8009.0
1278,Young Frankenstein (1974),Comedy|Fantasy,3034.0
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,756.0
1298,Pink Floyd: The Wall (1982),Drama|Musical,12104.0
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,653.0
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,2322.0
1445,McHale's Navy (1997),Comedy|War,14908.0
1473,Best Men (1997),Action|Comedy|Crime|Drama,19952.0
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,9434.0
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,816.0
1552,Con Air (1997),Action|Adventure|Thriller,1701.0
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,607.0
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,9387.0
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,9437.0
1625,"Game, The (1997)",Drama|Mystery|Thriller,2649.0
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,3597.0
1676,Starship Troopers (1997),Action|Sci-Fi,563.0
1732,"Big Lebowski, The (1998)",Comedy|Crime,115.0
1777,"Wedding Singer, The (1998)",Comedy|Romance,11003.0
1793,Welcome to Woop-Woop (1997),Comedy,6970.0
1804,"Newton Boys, The (1998)",Crime|Drama,42807.0
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,11551.0
1927,All Quiet on the Western Front (1930),Action|Drama|War,143.0
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,941.0
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,9340.0
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,196.0
2018,Bambi (1942),Animation|Children|Drama,3170.0
2028,Saving Private Ryan (1998),Action|Drama|War,857.0
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,10957.0
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,9354.0
2093,Return to Oz (1985),Adventure|Children|Fantasy,13155.0
2096,Sleeping Beauty (1959),Animation|Children|Musical,10882.0
2099,Song of the South (1946),Adventure|Animation|Children|Musical,13850.0
2105,Tron (1982),Action|Adventure|Sci-Fi,97.0
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,87.0
2174,Beetlejuice (1988),Comedy|Fantasy,4011.0
2253,Toys (1992),Comedy|Fantasy,11597.0
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,881.0
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,2109.0
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,162.0
2329,American History X (1998),Crime|Drama,73.0
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,3600.0
2353,Enemy of the State (1998),Action|Thriller,9798.0
2366,King Kong (1933),Action|Adventure|Fantasy|Horror,244.0
2387,Very Bad Things (1998),Comedy|Crime,10029.0
2389,Psycho (1998),Crime|Horror|Thriller,11252.0
2395,Rushmore (1998),Comedy|Drama,11545.0
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,11904.0
2427,"Thin Red Line, The (1998)",Action|Drama|War,8741.0
2478,¡Three Amigos! (1986),Comedy|Western,8388.0
2492,20 Dates (1998),Comedy|Romance,111794.0
2502,Office Space (1999),Comedy|Crime,1542.0
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,10803.0
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,100.0
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,603.0
2580,Go (1999),Comedy|Crime,9430.0
2596,SLC Punk! (1998),Comedy|Drama,6396.0
2616,Dick Tracy (1990),Action|Crime,8592.0
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,564.0
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,1893.0
2640,Superman (1978),Action|Adventure|Sci-Fi,1924.0
2641,Superman II (1980),Action|Sci-Fi,8536.0
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,3035.0
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror,13666.0
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,36685.0
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,104.0
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,9473.0
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,861.0
2948,From Russia with Love (1963),Action|Adventure|Thriller,657.0
2959,Fight Club (1999),Action|Crime|Drama|Thriller,550.0
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,5548.0
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,856.0
2991,Live and Let Die (1973),Action|Adventure|Thriller,253.0
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,492.0
3033,Spaceballs (1987),Comedy|Sci-Fi,957.0
3062,"Longest Day, The (1962)",Action|Drama|War,9289.0
3147,"Green Mile, The (1999)",Crime|Drama,497.0
3168,Easy Rider (1969),Adventure|Drama,624.0
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,1213.0
3243,Encino Man (1992),Comedy,10406.0
3247,Sister Act (1992),Comedy|Crime,2005.0
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,4234.0
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,1497.0
3441,Red Dawn (1984),Action|Drama|War,1880.0
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,801.0
3489,Hook (1991),Adventure|Comedy|Fantasy,879.0
3578,Gladiator (2000),Action|Adventure|Drama,98.0
3617,Road Trip (2000),Comedy,9285.0
3671,Blazing Saddles (1974),Comedy|Western,11072.0
3729,Shaft (1971),Action|Crime|Drama|Thriller,482.0
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,6978.0
3744,Shaft (2000),Action|Crime|Thriller,479.0
3809,What About Bob? (1991),Comedy,10276.0
4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,1857.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,278.0
333,Tommy Boy (1995),Comedy,11381.0
1704,Good Will Hunting (1997),Drama|Romance,489.0
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,24.0
8798,Collateral (2004),Action|Crime|Drama|Thriller,1538.0
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,9718.0
48516,"Departed, The (2006)",Crime|Drama|Thriller,1422.0
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,155.0
60756,Step Brothers (2008),Comedy,12133.0
68157,Inglourious Basterds (2009),Action|Drama|War,16869.0
71535,Zombieland (2009),Action|Comedy|Horror,19908.0
74458,Shutter Island (2010),Drama|Mystery|Thriller,11324.0
77455,Exit Through the Gift Shop (2010),Comedy|Documentary,39452.0
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,27205.0
80489,"Town, The (2010)",Crime|Drama|Thriller,23168.0
80906,Inside Job (2010),Documentary,44639.0
86345,Louis C.K.: Hilarious (2010),Comedy,45523.0
89774,Warrior (2011),Drama,59440.0
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,49026.0
91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,65754.0
99114,Django Unchained (2012),Action|Drama|Western,68718.0
106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,106646.0
109487,Interstellar (2014),Sci-Fi|IMAX,157336.0
112552,Whiplash (2014),Drama,244786.0
114060,The Drop (2014),Crime|Drama|Thriller,154400.0
115713,Ex Machina (2015),Drama|Sci-Fi|Thriller,264660.0
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller,76341.0
131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary,321640.0
31,Dangerous Minds (1995),Drama,9909.0
647,Courage Under Fire (1996),Action|Crime|Drama|War,10684.0
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,27281.0
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,503475.0
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,10061.0
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,11113.0
1093,"Doors, The (1991)",Drama,10537.0
1124,On Golden Pond (1981),Drama,11816.0
1263,"Deer Hunter, The (1978)",Drama|War,11778.0
1272,Patton (1970),Drama|War,11202.0
1302,Field of Dreams (1989),Children|Drama|Fantasy,2323.0
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,152.0
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,10340.0
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,11319.0
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,1091.0
2424,You've Got Mail (1998),Comedy|Romance,9489.0
3024,Piranha (1978),Horror|Sci-Fi,24831.0
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,13342.0
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,8810.0
3949,Requiem for a Dream (2000),Drama,641.0
4518,The Lair of the White Worm (1988),Comedy|Horror,11347.0
5048,Snow Dogs (2002),Adventure|Children|Comedy,11888.0
5181,Hangar 18 (1980),Action|Sci-Fi|Thriller,54287.0
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi,28893.0
5764,Looker (1981),Drama|Horror|Sci-Fi|Thriller,21874.0
5919,Android (1982),Sci-Fi,38849.0
6238,Green Card (1990),Comedy|Drama|Romance,12157.0
6835,Alien Contamination (1980),Action|Horror|Sci-Fi,39916.0
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,49636.0
7991,Death Race 2000 (1975),Action|Sci-Fi,13282.0
26409,"Clonus Horror, The (1979)",Horror|Sci-Fi,98851.0
70946,Troll 2 (1990),Fantasy|Horror,26914.0
72378,2012 (2009),Action|Drama|Sci-Fi|Thriller,14161.0
21,Get Shorty (1995),Comedy|Crime|Thriller,8012.0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,63.0
45,To Die For (1995),Comedy|Drama|Thriller,577.0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,11448.0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,11010.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,11907.0
125,Flirting With Disaster (1996),Comedy,2074.0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,27793.0
162,Crumb (1994),Documentary,26564.0
171,Jeffrey (1995),Comedy|Drama,17447.0
176,Living in Oblivion (1995),Comedy,9071.0
190,Safe (1995),Thriller,32646.0
215,Before Sunrise (1995),Drama|Romance,76.0
222,Circle of Friends (1995),Drama|Romance,22625.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,10451.0
247,Heavenly Creatures (1994),Crime|Drama,1024.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,18183.0
319,Shallow Grave (1994),Comedy|Drama|Thriller,9905.0
342,Muriel's Wedding (1994),Comedy,236.0
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,2759.0
348,Bullets Over Broadway (1994),Comedy,11382.0
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,10464.0
357,Four Weddings and a Funeral (1994),Comedy|Romance,712.0
368,Maverick (1994),Adventure|Comedy|Western,9359.0
417,Barcelona (1994),Comedy|Romance,16771.0
450,With Honors (1994),Comedy|Drama,16297.0
475,In the Name of the Father (1993),Drama,7984.0
492,Manhattan Murder Mystery (1993),Comedy|Mystery,10440.0
509,"Piano, The (1993)",Drama|Romance,713.0
538,Six Degrees of Separation (1993),Drama,23210.0
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,858.0
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,812.0
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,10020.0
599,"Wild Bunch, The (1969)",Adventure|Western,576.0
608,Fargo (1996),Comedy|Crime|Drama|Thriller,275.0
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,8866.0
759,Maya Lin: A Strong Clear Vision (1994),Documentary,85778.0
800,Lone Star (1996),Drama|Mystery|Western,26748.0
892,Twelfth Night (1996),Comedy|Drama|Romance,44705.0
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,981.0
899,Singin' in the Rain (1952),Comedy|Musical|Romance,872.0
902,Breakfast at Tiffany's (1961),Drama|Romance,164.0
904,Rear Window (1954),Mystery|Thriller,567.0
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,213.0
910,Some Like It Hot (1959),Comedy|Crime,239.0
920,Gone with the Wind (1939),Drama|Romance|War,770.0
930,Notorious (1946),Film-Noir|Romance|Thriller,303.0
937,Love in the Afternoon (1957),Comedy|Romance,18299.0
1046,Beautiful Thing (1996),Drama|Romance,10938.0
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,9716.0
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,252.0
1077,Sleeper (1973),Comedy|Sci-Fi,11561.0
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,623.0
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,521.0
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,11386.0
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,762.0
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,18129.0
1183,"English Patient, The (1996)",Drama|Romance|War,409.0
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,85.0
1199,Brazil (1985),Fantasy|Sci-Fi,68.0
1203,12 Angry Men (1957),Drama,389.0
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,144.0
1213,Goodfellas (1990),Crime|Drama,769.0
1225,Amadeus (1984),Drama,279.0
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,826.0
1259,Stand by Me (1986),Adventure|Drama,235.0
1266,Unforgiven (1992),Drama|Western,33.0
1279,Night on Earth (1991),Comedy|Drama,339.0
1283,High Noon (1952),Drama|Western,288.0
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,89.0
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,642.0
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,75.0
1449,Waiting for Guffman (1996),Comedy,16448.0
1466,Donnie Brasco (1997),Crime|Drama,9366.0
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,8834.0
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,2118.0
1641,"Full Monty, The (1997)",Comedy|Drama,9427.0
1719,"Sweet Hereafter, The (1997)",Drama,10217.0
1733,Afterglow (1997),Drama|Romance,26941.0
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,27103.0
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,29193.0
1860,Character (Karakter) (1997),Drama,17139.0
1883,Bulworth (1998),Comedy|Drama|Romance,9452.0
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,9844.0
1892,"Perfect Murder, A (1998)",Thriller,1965.0
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,15037.0
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,10674.0
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,9464.0
1923,There's Something About Mary (1998),Comedy|Romance,544.0
1966,Metropolitan (1990),Comedy,15389.0
1967,Labyrinth (1986),Adventure|Fantasy|Musical,13597.0
1968,"Breakfast Club, The (1985)",Comedy|Drama,2108.0
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,346.0
2076,Blue Velvet (1986),Drama|Mystery|Thriller,793.0
2109,"Jerk, The (1979)",Comedy,6471.0
2145,Pretty in Pink (1986),Comedy|Drama|Romance,11522.0
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,8393.0
2282,Pecker (1998),Comedy|Drama,11855.0
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,637.0
2336,Elizabeth (1998),Drama,4518.0
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,19426.0
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,10162.0
2390,Little Voice (1998),Comedy,8545.0
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,9326.0
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,192.0
2583,Cookie's Fortune (1999),Comedy|Drama,9465.0
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,345.0
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,745.0
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,913.0
2770,Bowfinger (1999),Comedy,11353.0
2791,Airplane! (1980),Comedy,813.0
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,1075.0
2858,American Beauty (1999),Drama|Romance,14.0
2921,High Plains Drifter (1973),Western,11901.0
2926,Hairspray (1988),Comedy|Drama,11054.0
3044,Dead Again (1991),Mystery|Romance|Thriller,11498.0
3060,"Commitments, The (1991)",Comedy|Drama|Musical,11663.0
3079,Mansfield Park (1999),Comedy|Drama|Romance,10399.0
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,99.0
3160,Magnolia (1999),Drama,334.0
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,926.0
3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,16241.0
3255,"League of Their Own, A (1992)",Comedy|Drama,11287.0
3317,Wonder Boys (2000),Comedy|Drama,11004.0
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,12186.0
3365,"Searchers, The (1956)",Drama|Western,3114.0
3386,JFK (1991),Drama|Mystery|Thriller,820.0
3408,Erin Brockovich (2000),Drama,462.0
3481,High Fidelity (2000),Comedy|Drama|Romance,243.0
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,10747.0
3538,East is East (1999),Comedy,10557.0
3591,Mr. Mom (1983),Comedy|Drama,13105.0
3788,Blow-Up (Blowup) (1966),Drama|Mystery,1052.0
3851,I'm the One That I Want (2000),Comedy,38548.0
3897,Almost Famous (2000),Drama,786.0
3911,Best in Show (2000),Comedy,13785.0
3967,Billy Elliot (2000),Drama,71.0
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,146.0
4002,"Planes, Trains & Automobiles (1987)",Comedy,2609.0
4014,Chocolat (2000),Drama|Romance,392.0
4020,"Gift, The (2000)",Thriller,2046.0
4021,Before Night Falls (2000),Drama,5001.0
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,134.0
4029,State and Main (2000),Comedy|Drama,21991.0
4033,Thirteen Days (2000),Drama|Thriller|War,11973.0
4034,Traffic (2000),Crime|Drama|Thriller,1900.0
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama,10499.0
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,2614.0
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,843.0
4166,Series 7: The Contenders (2001),Action|Drama,19513.0
4226,Memento (2000),Mystery|Thriller,77.0
4239,Blow (2001),Crime|Drama,4133.0
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,634.0
4252,"Circle, The (Dayereh) (2000)",Drama,13898.0
4273,Under the Sand (2000),Drama,4973.0
4308,Moulin Rouge (2001),Drama|Musical|Romance,824.0
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,29937.0
4381,"Closet, The (Placard, Le) (2001)",Comedy,11444.0
4641,Ghost World (2001),Comedy|Drama,1548.0
4741,Together (Tillsammans) (2000),Comedy|Drama|Romance,742.0
4765,L.I.E. (2001),Drama,18734.0
4881,"Man Who Wasn't There, The (2001)",Crime|Drama,10778.0
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,671.0
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War,1433.0
4967,No Man's Land (2001),Drama|War,8342.0
34,Babe (1995),Children|Drama,9598.0
36,Dead Man Walking (1995),Crime|Drama,687.0
39,Clueless (1995),Comedy|Romance,9603.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,568.0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,414.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,628.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,4476.0
290,Once Were Warriors (1994),Crime|Drama,527.0
300,Quiz Show (1994),Drama,11450.0
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,8587.0
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,36955.0
474,In the Line of Fire (1993),Action|Thriller,9386.0
531,"Secret Garden, The (1993)",Children|Drama,11236.0
534,Shadowlands (1993),Drama|Romance,10445.0
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,280.0
597,Pretty Woman (1990),Comedy|Romance,114.0
2,Jumanji (1995),Adventure|Children|Fantasy,8844.0
4,Waiting to Exhale (1995),Comedy|Drama|Romance,31357.0
5,Father of the Bride Part II (1995),Comedy,11862.0
7,Sabrina (1995),Comedy|Romance,11860.0
8,Tom and Huck (1995),Adventure|Children,45325.0
10,GoldenEye (1995),Action|Adventure|Thriller,710.0
11,"American President, The (1995)",Comedy|Drama|Romance,9087.0
13,Balto (1995),Adventure|Animation|Children,21032.0
15,Cutthroat Island (1995),Action|Adventure|Romance,1408.0
16,Casino (1995),Crime|Drama,524.0
17,Sense and Sensibility (1995),Drama|Romance,4584.0
19,Ace Ventura: When Nature Calls (1995),Comedy,9273.0
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1710.0
24,Powder (1995),Drama|Sci-Fi,12665.0
25,Leaving Las Vegas (1995),Drama|Romance,451.0
26,Othello (1995),Drama,16420.0
27,Now and Then (1995),Children|Drama,9263.0
41,Richard III (1995),Drama|War,31174.0
43,Restoration (1995),Drama,35196.0
46,How to Make an American Quilt (1995),Drama|Romance,11861.0
54,"Big Green, The (1995)",Children|Comedy,26441.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,11359.0
61,Eye for an Eye (1996),Drama|Thriller,17182.0
62,Mr. Holland's Opus (1995),Drama,2054.0
